id,Line,Rating,Sail_month,Sail_year,Best_rating,Worse_rating,Ship,Count
389,Costa,4,14-12,2014, Service,Enrichment Activities,Costa Diadema,1
390,Costa,5,15-01,2015, Fitness & Recreation,Shore Excursions,Costa Diadema,1
391,Costa,5,15-02,2015,Cabin,Fitness & Recreation,Costa Diadema,1
392,Costa,3,15-01,2015,Embarkation,Value for Money,Costa Luminosa,1
393,Costa,4,14-12,2014, Cabin,Embarkation,Costa Serena,1
394,Costa,5,15-01,2015, Shore Excursions, Cabin,Costa Serena,1
395,Costa,4,15-01,2015, Cabin,Embarkation,Costa Serena,1
396,Costa,5,15-01,2015, Shore Excursions, Public Rooms,Costa Serena,1
397,Costa,5,15-01,2015, Enrichment Activities,Fitness & Recreation,Costa Luminosa,1
398,Costa,3,14-12,2014, Public Rooms, Entertainment,Costa Luminosa,1
399,Costa,5,15-01,2015, Service,Enrichment Activities,Costa Luminosa,1
400,Costa,4,15-01,2015,Cabin, Shore Excursions,Costa Mediterranea,1
401,Costa,2,15-01,2015,Value for Money,Dining,Costa Mediterranea,1
402,Costa,5,15-01,2015,Cabin,Entertainment,Costa Mediterranea,1
403,Costa,2,15-01,2015, Cabin, Fitness & Recreation,Costa Mediterranea,1
404,Costa,5,15-01,2015, Enrichment Activities,Entertainment,Costa Serena,1
405,Costa,5,15-01,2015,Cabin,Embarkation,Costa Serena,1
406,Costa,1,15-01,2015,Public Rooms, Entertainment,Costa Luminosa,1
407,Costa,5,15-02,2015,Cabin,Embarkation,Costa Serena,1
408,Costa,3,15-02,2015,Shore Excursions,Enrichment Activities,Costa Serena,1
409,Costa,2,15-02,2015, Cabin,Service,Costa Diadema,1
410,Costa,2,15-02,2015, Public Rooms,Dining,Costa Serena,1
411,Costa,1,15-01,2015, Cabin, Shore Excursions,Costa Mediterranea,1
412,Costa,5,15-02,2015, Dining, Enrichment Activities,Costa Luminosa,1
414,Costa,3,15-02,2015, Cabin,Value for Money,Costa Serena,1
415,Costa,3,15-02,2015, Cabin, Public Rooms,Costa Serena,1
416,Costa,3,15-02,2015,Embarkation,Service,Costa Diadema,1
417,Costa,4,15-02,2015,Service, Enrichment Activities,Costa Fascinosa,1
418,Costa,2,15-01,2015,Cabin,Embarkation,Costa Serena,1
419,Costa,2,15-02,2015,Public Rooms, Shore Excursions,Costa Serena,1
420,Costa,2,15-02,2015, Cabin,Dining,Costa Mediterranea,1
421,Costa,5,6-Aug,2008, Public Rooms, Enrichment Activities,Costa Classica,1
422,Costa,3,15-02,2015,Embarkation, Dining,Costa Serena,1
423,Costa,3,15-02,2015, Service, Enrichment Activities,Costa Serena,1
424,Costa,1,15-02,2015, Cabin,Dining,Costa Mediterranea,1
425,Costa,5,14-12,2014, Cabin,Dining,not specified,1
426,Costa,4,15-01,2015,Fitness & Recreation,Service,not specified,1
427,Costa,4,15-02,2015,Cabin, Embarkation,Costa Fascinosa,1
429,Costa,3,15-01,2015, Cabin,Embarkation,Costa Serena,1
430,Costa,1,15-02,2015,Entertainment, Family & Children,Costa Serena,1
431,Costa,1,15-01,2015,Cabin,Cabin,Costa Luminosa,1
432,Costa,2,15-01,2015,Service,Enrichment Activities,Costa Luminosa,1
433,Costa,1,15-02,2015, Service, Value for Money,Costa Mediterranea,1
434,Costa,1,15-02,2015,Fitness & Recreation,Value for Money,Costa Diadema,1
435,Costa,4,15-02,2015, Cabin,Entertainment,Costa Serena,1
436,Costa,1,15-02,2015,Cabin, Fitness & Recreation,Costa Luminosa,1
437,Costa,2,15-01,2015, Cabin, Enrichment Activities,Costa Mediterranea,1
438,Costa,1,14-09,2014, Embarkation,Shore Excursions,Costa Mediterranea,1
439,Costa,1,15-02,2015,Cabin, Service,Costa Mediterranea,1
440,Costa,3,15-02,2015, Embarkation,Entertainment,Costa Luminosa,1
441,Costa,2,1-Aug,2008,Embarkation, Shore Excursions,not specified,1
442,Costa,4,1-Aug,2008, Fitness & Recreation,Entertainment,Costa Mediterranea,1
443,Costa,4,1-Aug,2008, Cabin, Fitness & Recreation,Costa Fortuna,1
444,Costa,5,1-Aug,2008, Public Rooms,Dining,Costa Mediterranea,1
445,Costa,3,1-Aug,2008,Service, Shore Excursions,Costa Fortuna,1
446,Costa,3,1-Aug,2008,Embarkation, Dining,Costa Fortuna,1
447,Costa,5,1-Aug,2008, Rates,Enrichment Activities,Costa Mediterranea,1
448,Costa,4,1-Aug,2008, Shore Excursions,Entertainment,Costa Mediterranea,1
449,Costa,5,1-Aug,2008, Rates,Dining,Costa Mediterranea,1
450,Costa,4,1-Aug,2008, Service, Rates,Costa Fortuna,1
451,Costa,5,2-Aug,2008, Entertainment, Service,Costa Mediterranea,1
452,Costa,5,1-Aug,2008, Public Rooms, Service,Costa Fortuna,1
453,Costa,4,2-Aug,2008,Cabin, Enrichment Activities,not specified,1
454,Costa,2,1-Aug,2008, Cabin, Dining,Costa Fortuna,1
455,Costa,3,1-Aug,2008,Embarkation,Service,Costa Fortuna,1
456,Costa,3,2-Aug,2008,Cabin,Enrichment Activities,Costa Serena,1
457,Costa,1,3-Aug,2008,Family & Children, Dining,not specified,1
458,Costa,4,2-Aug,2008,Rates,Dining,Costa Mediterranea,1
459,Costa,1,3-Aug,2008,Cabin, Dining,Costa Fortuna,1
460,Costa,4,2-Aug,2008, Shore Excursions,Dining,not specified,1
461,Costa,3,2-Aug,2008, Fitness & Recreation, Dining,Costa Serena,1
462,Costa,5,2-Aug,2008,Value for Money,Dining,Costa Mediterranea,1
463,Costa,1,3-Aug,2008,Cabin, Dining,Costa Serena,1
464,Costa,2,2-Aug,2008, Cabin, Dining,Costa Mediterranea,1
465,Costa,5,1-Aug,2008, Entertainment,Value for Money,Costa Mediterranea,1
466,Costa,3,2-Aug,2008, Fitness & Recreation, Entertainment,Costa Mediterranea,1
467,Costa,5,3-Aug,2008, Fitness & Recreation, Fitness & Recreation,Costa Mediterranea,1
468,Costa,5,3-Aug,2008, Cabin,Entertainment,Costa Mediterranea,1
469,Costa,3,3-Aug,2008, Public Rooms,Service,Costa Fortuna,1
470,Costa,3,2-Aug,2008,Entertainment,Public Rooms,not specified,1
471,Costa,3,3-Sep,2009,Cabin, Entertainment,neoRomantica,1
472,Costa,2,3-Aug,2008,Embarkation, Service,Costa Fortuna,1
473,Costa,5,3-Aug,2008, Service,Shore Excursions,Costa Mediterranea,1
474,Costa,4,2-Aug,2008,Value for Money, Fitness & Recreation,not specified,1
475,Costa,4,3-Aug,2008, Rates,Embarkation,not specified,1
476,Costa,5,3-Aug,2008, Rates, Entertainment,Costa Mediterranea,1
477,Costa,4,1-Aug,2008,Value for Money,Cabin,Costa Fortuna,1
478,Costa,5,3-Aug,2008, Embarkation, Rates,Costa Fortuna,1
479,Costa,4,4-Aug,2008, Cabin,Fitness & Recreation,Costa Serena,1
480,Costa,5,2-Aug,2008, Embarkation, Shore Excursions,Costa Fortuna,1
481,Costa,5,4-Aug,2008, Service, Public Rooms,not specified,1
482,Costa,3,1-Aug,2008, Rates,Entertainment,Costa Fortuna,1
483,Costa,4,3-Aug,2008,Value for Money,Service,Costa Mediterranea,1
484,Costa,5,3-Aug,2008, Enrichment Activities, Shore Excursions,Costa Fortuna,1
485,Costa,3,3-Aug,2008, Embarkation, Family & Children,Costa Mediterranea,1
486,Costa,1,3-Aug,2008, Cabin, Entertainment,Costa Mediterranea,1
487,Costa,5,3-Aug,2008, Rates,Family & Children,Costa Fortuna,1
488,Costa,5,3-Aug,2008, Embarkation,Entertainment,Costa Mediterranea,1
489,Costa,5,3-Aug,2008, Entertainment,Service,Costa Fortuna,1
490,Costa,5,3-Aug,2008,Value for Money,Family & Children,Costa Fortuna,1
491,Costa,5,3-Aug,2008, Embarkation, Service,Costa Fortuna,1
492,Costa,1,3-Aug,2008, Rates, Entertainment,Costa Fortuna,1
493,Costa,2,5-Aug,2008,Embarkation,Service,Costa Fortuna,1
494,Costa,5,3-Aug,2008, Cabin,Entertainment,Costa Mediterranea,1
495,Costa,2,4-Aug,2008, Cabin,Dining,not specified,1
496,Costa,5,5-Aug,2008, Cabin,Enrichment Activities,Costa Fortuna,1
497,Costa,5,6-Aug,2008, Embarkation, Family & Children,Costa Serena,1
498,Costa,5,6-Aug,2008, Entertainment, Rates,not specified,1
499,Costa,1,7-Aug,2008, Cabin, Fitness & Recreation,not specified,1
500,Costa,3,6-Aug,2008, Cabin,Dining,Costa Mediterranea,1
501,Costa,2,1-Sep,2009,Service, Fitness & Recreation,not specified,1
502,Costa,3,8-Aug,2008,Service,Entertainment,not specified,1
503,Costa,1,6-Aug,2008,Cabin, Family & Children,Costa Serena,1
504,Costa,4,6-Aug,2008,Value for Money,Service,Costa Mediterranea,1
505,Costa,5,9-Aug,2008, Service,Rates,Costa Mediterranea,1
506,Costa,5,8-Aug,2008, Cabin, Shore Excursions,Costa Serena,1
507,Costa,5,1-Aug,2008, Dining,Embarkation,Costa Classica,1
508,Costa,4,8-Aug,2008, Entertainment,Embarkation,Costa Serena,1
509,Costa,4,9-Aug,2008, Enrichment Activities, Fitness & Recreation,Costa Fortuna,1
510,Costa,2,8-Aug,2008, Cabin, Family & Children,not specified,1
511,Costa,5,9-Aug,2008, Enrichment Activities, Service,not specified,1
512,Costa,3,8-Aug,2008, Cabin, Dining,Costa Serena,1
513,Costa,4,8-Aug,2008, Service,Embarkation,Costa Serena,1
514,Costa,3,9-Aug,2008,Cabin,Embarkation,not specified,1
515,Costa,2,9-Aug,2008,Fitness & Recreation, Dining,Costa Serena,1
516,Costa,4,11-Aug,2008,Cabin,Embarkation,Costa Serena,1
517,Costa,3,9-Aug,2008,Embarkation,Entertainment,not specified,1
518,Costa,5,10-Aug,2008, Shore Excursions, Dining,not specified,1
519,Costa,3,11-Aug,2008, Embarkation,Enrichment Activities,Costa Fortuna,1
520,Costa,5,6-Aug,2008,Value for Money, Enrichment Activities,Costa Mediterranea,1
521,Costa,5,4-Aug,2008,Value for Money, Shore Excursions,not specified,1
522,Costa,2,7-Aug,2008,Public Rooms,Value for Money,not specified,1
523,Costa,5,11-Aug,2008, Cabin,Enrichment Activities,Costa Mediterranea,1
524,Costa,5,2-Sep,2009, Public Rooms,Enrichment Activities,Costa Fortuna,1
525,Costa,3,10-Aug,2008,Service,Dining,Costa Serena,1
526,Costa,4,11-Aug,2008,Value for Money,Dining,Costa Serena,1
527,Costa,5,9-Aug,2008,Value for Money, Cabin,not specified,1
528,Costa,5,11-Aug,2008, Service, Shore Excursions,Costa Serena,1
529,Costa,3,4-Sep,2009,Family & Children, Dining,not specified,1
530,Costa,3,12-Aug,2008, Rates,Family & Children,Costa Serena,1
531,Costa,4,4-Aug,2008,Embarkation, Dining,not specified,1
532,Costa,4,7-Sep,2009, Public Rooms,Embarkation,Costa Serena,1
533,Costa,4,12-Aug,2008, Public Rooms, Dining,not specified,1
534,Costa,3,1-Sep,2009,Value for Money, Dining,not specified,1
535,Costa,4,6-Sep,2009, Rates,Entertainment,Costa Mediterranea,1
536,Costa,4,2-Sep,2009, Embarkation,Fitness & Recreation,not specified,1
537,Costa,3,3-Sep,2009,Entertainment, Rates,Costa Classica,1
538,Costa,2,6-Sep,2009, Embarkation, Rates,not specified,1
539,Costa,5,1-Sep,2009,Service,Entertainment,not specified,1
540,Costa,2,2-Sep,2009,Cabin,Embarkation,not specified,1
541,Costa,2,5-Sep,2009,Rates,Entertainment,not specified,1
542,Costa,3,2-Sep,2009, Fitness & Recreation,Service,Costa Fortuna,1
543,Costa,5,2-Sep,2009, Service,Family & Children,not specified,1
544,Costa,5,2-Sep,2009,Value for Money,Enrichment Activities,Costa Fortuna,1
545,Costa,2,2-Sep,2009,Embarkation,Service,Costa Fortuna,1
546,Costa,2,12-Aug,2008,Cabin, Family & Children,Costa Fortuna,1
547,Costa,4,3-Sep,2009, Cabin,Value for Money,Costa Fortuna,1
548,Costa,5,2-Sep,2009, Rates, Dining,not specified,1
549,Costa,1,11-Aug,2008, Cabin,Value for Money,not specified,1
550,Costa,3,3-Sep,2009, Cabin,Enrichment Activities,not specified,1
551,Costa,4,3-Sep,2009, Rates,Embarkation,Costa Fortuna,1
552,Costa,4,4-Aug,2008, Fitness & Recreation, Dining,Costa Fortuna,1
554,Costa,2,3-Sep,2009,Service,Embarkation,Costa Classica,1
555,Costa,4,5-Sep,2009, Cabin, Rates,Costa Classica,1
556,Costa,5,5-Sep,2009, Embarkation, Dining,not specified,1
557,Costa,5,5-Sep,2009, Shore Excursions, Public Rooms,not specified,1
558,Costa,4,5-Sep,2009,Service,Entertainment,not specified,1
559,Costa,1,7-Sep,2009,Shore Excursions, Public Rooms,not specified,1
560,Costa,5,6-Sep,2009, Fitness & Recreation,Shore Excursions,not specified,1
561,Costa,4,6-Sep,2009,Entertainment,Service,Costa Classica,1
562,Costa,4,7-Sep,2009, Cabin, Fitness & Recreation,not specified,1
563,Costa,3,6-Sep,2009, Dining,Embarkation,Costa Classica,1
564,Costa,1,10-Sep,2009,Shore Excursions, Entertainment,Costa Classica,1
565,Costa,5,6-Sep,2009, Dining,Shore Excursions,not specified,1
566,Costa,5,6-Sep,2009, Service,Shore Excursions,not specified,1
567,Costa,5,9-Sep,2009,Value for Money,Embarkation,Costa Mediterranea,1
568,Costa,3,9-Sep,2009,Dining, Rates,not specified,1
569,Costa,4,7-Sep,2009, Cabin,Entertainment,Costa Pacifica,1
570,Costa,2,10-Sep,2009,Cabin, Enrichment Activities,Costa Pacifica,1
571,Costa,4,9-Sep,2009,Service, Fitness & Recreation,Costa Magica,1
572,Costa,4,7-Sep,2009, Cabin,Embarkation,Costa Fortuna,1
573,Costa,4,7-Sep,2009, Service,Shore Excursions,not specified,1
574,Costa,5,7-Sep,2009, Cabin,Family & Children,Costa Serena,1
575,Costa,3,8-Sep,2009,Shore Excursions,Embarkation,not specified,1
576,Costa,5,8-Sep,2009,Value for Money, Shore Excursions,Costa Serena,1
577,Costa,3,10-Sep,2009, Public Rooms,Entertainment,Costa Fortuna,1
578,Costa,4,5-Oct,2010,Public Rooms, Enrichment Activities,not specified,1
579,Costa,2,8-Sep,2009,Shore Excursions, Enrichment Activities,neoRomantica,1
580,Costa,5,11-Aug,2008, Embarkation,Value for Money,Costa Serena,1
581,Costa,4,9-Sep,2009,Service, Shore Excursions,not specified,1
582,Costa,4,10-Sep,2009,Value for Money,Entertainment,neoRomantica,1
583,Costa,2,9-Sep,2009, Shore Excursions,Dining,not specified,1
584,Costa,3,8-Oct,2010, Embarkation,Cabin,Costa Mediterranea,1
585,Costa,1,9-Sep,2009,Fitness & Recreation, Entertainment,not specified,1
586,Costa,3,10-Sep,2009,Public Rooms, Fitness & Recreation,not specified,1
587,Costa,1,9-Sep,2009,Embarkation,Value for Money,not specified,1
588,Costa,1,10-Sep,2009,Service, Shore Excursions,not specified,1
589,Costa,4,9-Sep,2009, Cabin, Fitness & Recreation,not specified,1
590,Costa,3,10-Sep,2009, Public Rooms, Dining,Costa Serena,1
591,Costa,2,11-Sep,2009,Service, Dining,not specified,1
592,Costa,3,10-Sep,2009, Public Rooms, Shore Excursions,not specified,1
593,Costa,3,11-Sep,2009,Service,Enrichment Activities,not specified,1
594,Costa,4,10-Sep,2009,Service, Cabin,not specified,1
595,Costa,2,4-Oct,2010, Cabin, Embarkation,Costa Magica,1
596,Costa,3,11-Sep,2009,Embarkation,Dining,Costa Pacifica,1
597,Costa,3,11-Sep,2009, Public Rooms, Embarkation,Costa Serena,1
598,Costa,4,10-Sep,2009,Service,Entertainment,Costa Fortuna,1
600,Costa,1,11-Sep,2009, Family & Children, Embarkation,neoRomantica,1
601,Costa,2,10-Sep,2009,Dining,Value for Money,Costa Classica,1
602,Costa,4,11-Sep,2009, Rates, Fitness & Recreation,neoRomantica,1
603,Costa,3,10-Sep,2009,Service,Entertainment,Costa Fortuna,1
604,Costa,1,10-Sep,2009,Cabin, Public Rooms,Costa Classica,1
605,Costa,4,11-Sep,2009,Embarkation, Shore Excursions,Costa Classica,1
606,Costa,3,11-Sep,2009,Entertainment,Value for Money,Costa Serena,1
607,Costa,1,11-Sep,2009, Public Rooms,Value for Money,Costa Pacifica,1
608,Costa,4,11-Sep,2009,Value for Money,Cabin,not specified,1
609,Costa,5,11-Sep,2009,Value for Money,Entertainment,not specified,1
610,Costa,2,12-Sep,2009,Cabin, Rates,Costa Pacifica,1
611,Costa,2,11-Sep,2009,Embarkation,Dining,not specified,1
612,Costa,3,1-Oct,2010, Public Rooms,Entertainment,neoRomantica,1
613,Costa,2,11-Sep,2009,Embarkation,Enrichment Activities,not specified,1
614,Costa,4,12-Sep,2009, Public Rooms,Shore Excursions,not specified,1
615,Costa,5,12-Sep,2009, Rates, Enrichment Activities,not specified,1
616,Costa,3,11-Sep,2009,Value for Money, Enrichment Activities,Costa Fortuna,1
617,Costa,5,12-Sep,2009, Dining,Enrichment Activities,Costa Serena,1
618,Costa,4,11-Sep,2009, Embarkation,Dining,not specified,1
619,Costa,2,1-Oct,2010,Service, Public Rooms,Costa Classica,1
620,Costa,2,12-Sep,2009, Embarkation,Dining,Costa Fortuna,1
621,Costa,5,12-Sep,2009, Embarkation,Dining,not specified,1
622,Costa,4,12-Sep,2009,Embarkation,Shore Excursions,Costa Luminosa,1
623,Costa,4,12-Sep,2009,Value for Money,Family & Children,not specified,1
624,Costa,4,12-Sep,2009, Fitness & Recreation,Shore Excursions,Costa Pacifica,1
625,Costa,5,10-Sep,2009, Embarkation,Shore Excursions,not specified,1
626,Costa,2,11-Sep,2009,Public Rooms,Service,Costa Pacifica,1
628,Costa,5,11-Sep,2009, Rates, Shore Excursions,Costa Serena,1
629,Costa,4,11-Sep,2009,Public Rooms, Dining,not specified,1
630,Costa,4,12-Sep,2009, Cabin,Family & Children,Costa Pacifica,1
631,Costa,5,1-Oct,2010, Cabin,Entertainment,Costa Serena,1
632,Costa,5,12-Sep,2009, Embarkation,Family & Children,not specified,1
633,Costa,5,12-Sep,2009, Dining,Family & Children,not specified,1
634,Costa,4,12-Sep,2009, Rates,Family & Children,Costa Fortuna,1
635,Costa,5,12-Sep,2009, Embarkation,Shore Excursions,not specified,1
636,Costa,3,1-Oct,2010,Cabin, Enrichment Activities,Costa Fortuna,1
637,Costa,4,1-Oct,2010,Embarkation,Entertainment,not specified,1
638,Costa,5,12-Sep,2009, Service,Enrichment Activities,Costa Pacifica,1
639,Costa,3,12-Sep,2009,Entertainment, Fitness & Recreation,not specified,1
640,Costa,4,1-Oct,2010, Cabin,Shore Excursions,not specified,1
641,Costa,4,12-Sep,2009, Dining,Fitness & Recreation,not specified,1
642,Costa,1,7-Sep,2009,Service,Value for Money,not specified,1
643,Costa,4,1-Oct,2010, Public Rooms, Fitness & Recreation,not specified,1
644,Costa,5,1-Oct,2010, Enrichment Activities, Fitness & Recreation,not specified,1
645,Costa,5,12-Sep,2009, Family & Children,Fitness & Recreation,not specified,1
646,Costa,1,12-Sep,2009, Shore Excursions, Dining,Costa Luminosa,1
647,Costa,5,1-Oct,2010, Rates, Enrichment Activities,Costa Pacifica,1
648,Costa,5,1-Oct,2010, Service, Rates,Costa Fortuna,1
649,Costa,1,1-Oct,2010, Dining, Fitness & Recreation,Costa Fortuna,1
650,Costa,2,1-Oct,2010,Rates, Cabin,Costa Fortuna,1
651,Costa,4,1-Oct,2010, Service,Shore Excursions,not specified,1
652,Costa,3,1-Oct,2010,Cabin, Fitness & Recreation,Costa Luminosa,1
653,Costa,3,1-Oct,2010, Public Rooms,Dining,Costa Fortuna,1
654,Costa,1,1-Oct,2010, Dining,Value for Money,Costa Classica,1
655,Costa,5,1-Oct,2010, Rates,Entertainment,Costa Serena,1
656,Costa,2,1-Oct,2010, Cabin, Shore Excursions,Costa Fortuna,1
657,Costa,2,1-Oct,2010, Entertainment, Cabin,not specified,1
658,Costa,3,1-Oct,2010, Fitness & Recreation,Value for Money,not specified,1
659,Costa,5,1-Oct,2010, Fitness & Recreation,Rates,not specified,1
661,Costa,5,12-Sep,2009, Rates, Fitness & Recreation,not specified,1
662,Costa,3,1-Oct,2010, Dining, Shore Excursions,not specified,1
663,Costa,5,2-Oct,2010, Rates, Entertainment,not specified,1
664,Costa,4,1-Oct,2010, Service,Rates,not specified,1
665,Costa,3,1-Oct,2010, Dining, Shore Excursions,not specified,1
666,Costa,5,1-Oct,2010, Entertainment,Shore Excursions,not specified,1
667,Costa,3,2-Oct,2010,Service,Entertainment,Costa Luminosa,1
668,Costa,3,1-Oct,2010,Dining,Embarkation,Costa Serena,1
669,Costa,2,2-Oct,2010,Shore Excursions,Embarkation,Costa Classica,1
670,Costa,4,3-Oct,2010, Shore Excursions,Entertainment,Costa Pacifica,1
671,Costa,1,3-Oct,2010,Embarkation, Entertainment,not specified,1
672,Costa,4,2-Oct,2010, Embarkation,Entertainment,Costa Luminosa,1
673,Costa,3,2-Oct,2010,Service,Rates,not specified,1
674,Costa,5,2-Oct,2010, Dining, Family & Children,Costa Fortuna,1
675,Costa,3,4-Oct,2010, Cabin, Rates,neoRomantica,1
676,Costa,3,1-Oct,2010,Service,Fitness & Recreation,not specified,1
677,Costa,5,5-Oct,2010, Cabin,Fitness & Recreation,Costa Serena,1
678,Costa,2,2-Oct,2010,Embarkation, Dining,not specified,1
679,Costa,5,1-Oct,2010, Cabin,Family & Children,not specified,1
680,Costa,5,1-Oct,2010, Rates,Family & Children,not specified,1
681,Costa,4,2-Oct,2010, Rates, Fitness & Recreation,not specified,1
682,Costa,4,3-Oct,2010, Embarkation,Cabin,not specified,1
683,Costa,5,2-Oct,2010, Dining,Shore Excursions,not specified,1
684,Costa,3,3-Oct,2010, Cabin, Shore Excursions,Costa Luminosa,1
685,Costa,2,12-Sep,2009,Entertainment,Value for Money,not specified,1
687,Costa,4,3-Oct,2010,Embarkation,Family & Children,Costa Fortuna,1
688,Costa,5,3-Oct,2010, Dining,Family & Children,Costa Fortuna,1
689,Costa,4,3-Oct,2010,Value for Money,Embarkation,Costa Pacifica,1
690,Costa,5,3-Oct,2010, Rates,Service,Costa Fortuna,1
691,Costa,5,3-Oct,2010, Cabin,Rates,not specified,1
692,Costa,5,3-Oct,2010,Value for Money, Public Rooms,Costa Fortuna,1
693,Costa,4,2-Oct,2010,Embarkation, Shore Excursions,not specified,1
694,Costa,2,2-Oct,2010,Public Rooms, Entertainment,Costa Deliziosa,1
695,Costa,4,3-Oct,2010,Value for Money,Family & Children,not specified,1
696,Costa,4,2-Oct,2010,Embarkation,Fitness & Recreation,Costa Fortuna,1
697,Costa,3,3-Oct,2010, Public Rooms, Shore Excursions,Costa Fortuna,1
698,Costa,4,6-Oct,2010, Embarkation,Enrichment Activities,not specified,1
699,Costa,4,3-Oct,2010, Public Rooms,Service,Costa Fortuna,1
700,Costa,4,3-Oct,2010,Service,Shore Excursions,Costa Classica,1
